NCT#	phase	condition	sponsor	start_date	mesh_list	criterion	Ground_Truth
NCT00818454	Phase 2	Asthma	Boehringer Ingelheim	10-Feb-15	Asthma	"Significant disease other than asthma not limited to diagnosis of COPD, such as, active tuberculosis, cystic fibrosis, alpha 1 antitrypsin deficiency, clinically significant bronchiectasis, interstitial lung disease, allergic bronchopulmonary aspergillosis, or constrictive bronchiolitis. A significant disease is defined as a disease which, in the opinion of the investigator, may (i) put the patient at risk because of participation in the study, or (ii) influence the results of the study, or (iii) cause concern regarding the patient ability to participate in the study"	37
NCT02497222	Phase 2	Asthma	Revalesio Corporation	10-Feb-15		Antihistamines within 7 days of the screening visit.	38
NCT01993329	Phase 2	Asthma	"Afferent Pharmaceuticals, Inc."	10-Feb-15	Asthma	"Short-acting or long-acting antihistamines within 48hrs or 7 days, respectively, prior to screening."	38
NCT01128569	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Unable to abstain from antihistamines	38
NCT01128595	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Unable to abstain from antihistamines	38
NCT01190826	Phase 2	Asthma	Asmacure Ltée	10-Feb-15	Asthma	Use of antihistaminic drugs within 3 days preceding the administration of salbutamol during Screening.	38
NCT02833974	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Use of long-acting antihistamines within 7 days' or short-acting antihistamines within 72 hours prior to the screening skin prick test	38
NCT01689571	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15	Asthma	Use of short-acting or long-acting non-sedatives antihistamines	38
NCT01470755	Phase 2	Asthma	Assistance Publique - Hôpitaux de Paris	10-Feb-15		 Any patient aged 2 years 6 months and 6 years 11 months :	39
NCT01841281	Phase 2	Asthma;Inflammation	Nicholas Kenyon	10-Feb-15	Asthma;Inflammation	<19 yrs of age	39
NCT01999907	Phase 2	Asthma	St. Justine's Hospital	10-Feb-15	Asthma	infants <12 months of age	39
NCT01393340	Phase 2	Nasal Polyposis;Asthma	"University Hospital, Ghent"	10-Feb-15	Colorectal Neoplasms;Nasopharyngeal Neoplasms;Asthma;Nasal Polyps	Patients younger than 18 years old.	39
NCT01097694	Phase 2	Asthma	Brigham and Women's Hospital	10-Feb-15	Asthma	A history of acute heart failure or chronic left sided heart failure	40
NCT00322686	Phase 2	Asthma	Forest Laboratories	10-Feb-15	Asthma	Active cardiac disease 	40
NCT02061670	Phase 2	Seasonal Allergic Rhinitis;Asthma	Circassia Limited	10-Feb-15	"Rhinitis;Asthma;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal"	Administration of adrenaline (epinephrine) is contraindicated (e.g. subjects with acute or chronic symptomatic coronary heart disease or severe hypertension).	40
NCT03680976	Phase 2	Asthma	Sally E. Wenzel MD	10-Feb-15	Asthma	"Any clinical history of cardiovascular events, arrhythmias, fainting, palpitations within the previous 3 years"	40
NCT04643158	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma;Respiratory Aspiration	Any clinically significant abnormalities in haematology.	40
NCT01252758	Phase 2	Asthma	Acerus Pharmaceuticals Corporation	10-Feb-15	Asthma	"arrhythmias, coronary artery disease, congestive heart failure, congenital heart disease or other significant cardiac disease"	40
NCT02433834	Phase 2	Asthma	"Pearl Therapeutics, Inc."	10-Feb-15	Asthma	"Cardiac Conditions/Disease: Subjects with documented myocardial infarction within a year from the Screening (Visit 1a) are to be excluded. Subjects with a recent history of acute coronary syndrome, or who have undergone percutaneous coronary intervention or coronary artery bypass graft within 3 months of Screening (Visit 1a) are to be excluded. "	40
NCT02712047	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Clinically significant coronary heart disease-Clinically significant cardiac arrhythmia	40
NCT00207740	Phase 2	Asthma	"Centocor, Inc."	10-Feb-15	Asthma	"Concomitant diagnosis or any history of congestive heart failure (CHF), including medically controlled CHF. "	40
NCT02712047	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Congestive heart failure-Known aortic aneurysm	40
NCT02497222	Phase 2	Asthma	Revalesio Corporation	10-Feb-15		"Contraindication to Methacholine challenge testing (heart attack or stroke in last 3 months, uncontrolled hypertension, or known aortic aneurysm)."	40
NCT02501824	Phase 2	Asthma	University of Bern	10-Feb-15	Asthma	Coronary heart disease	40
NCT01304628	Phase 2	Asthma	Palatin Technologies	10-Feb-15	Asthma	Diagnosis of heart failure or history of hospitalization for congestive heart failure.	40
NCT01765192	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma	Has symptomatic ischemic heart disease (angina pectoris)	40
NCT01689571	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15	Asthma	"History of clinically significant hypotensive episodes or fainting, dizziness or light-headedness"	40
NCT01196039	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma;Airway Obstruction	"History of clinically significant hypotensive episodes or symptoms of fainting, dizziness, or lightheadedness"	40
NCT00292201	Phase 2	Asthma	Queen's University	10-Feb-15	Asthma	"History of coronary artery disease, hyperlipidemia, or other condition requiring statin therapy "	40
NCT01304628	Phase 2	Asthma	Palatin Technologies	10-Feb-15	Asthma	"History of coronary artery disease defined as prior myocardial infarction, prior revascularization procedure, or >50% coronary artery obstruction by angiography."	40
NCT02491684	Phase 2	Asthma	AstraZeneca	10-Feb-15	Infections;Respiratory Tract Infections;Asthma	History of hospitalization within 12 months caused by heart failure or a diagnosis of heart failure higher than New York Heart Association (NYHA) class II	40
NCT02427165	Phase 2	Asthma	Verona Pharma plc	10-Feb-15	Asthma	History of ischemic heart disease or heart failure. History of recurrent or current clinically significant arrhythmia or ECG abnormality as judged by the investigator	40
NCT01097694	Phase 2	Asthma	Brigham and Women's Hospital	10-Feb-15	Asthma	History of major bleeding or intracranial hemorrhage	40
NCT02720081	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	"History of myocardial infarction, congestive heart failure, or uncontrolled cardiac arrhythmia within 3 months of screening visit"	40
NCT01624974	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	"history of myocardial infarction, congestive heart failure, or uncontrolled cardiac arrhythmia within 3 months prior to Screening Visit;"	40
NCT00838591	Phase 2	Asthma	MediciNova	10-Feb-15	Asthma	History or any current clinical evidence suggesting cardiomyopathy or congestive heart failure;	40
NCT02162784	Phase 2	Asthma	Intech Biopharm Ltd.	10-Feb-15	Asthma	"History or current evidence of heart failure, coronary artery disease, myocardial infarction, severe hypertension, or cardiac arrhythmias;"	40
NCT01070524	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15	Asthma	History or current evidence of significant cardiovascular disease	40
NCT03944707	Phase 2	Asthma	Novartis Pharmaceuticals	10-Feb-15	Asthma	"History or presence of thrombotic or thromboembolic event, or increased risk for thrombotic or thromboembolic event. "	40
NCT01196039	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma;Airway Obstruction	History or symptoms of cardiovascular disease	40
NCT00232999	Phase 2	Asthma	"Teva Branded Pharmaceutical Products R&D, Inc."	10-Feb-15	Asthma	"History or symptoms of cardiovascular disease, significant neurologic disease, and/or clinically significant autoimmune disease"	40
NCT01656395	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	"myocardial infarction, congestive heart failure, or uncontrolled cardiac arrhythmia within past ≤3 months"	40
NCT02740868	Phase 2	Cystic Fibrosis;Asthma	The Hospital for Sick Children	10-Feb-15	Cystic Fibrosis;Fibrosis	"Participant has a history of cardiovascular disorders including coronary insufficiency, cardiac arrhythmias, severe hypertension"	40
NCT02491684	Phase 2	Asthma	AstraZeneca	10-Feb-15	Infections;Respiratory Tract Infections;Asthma	Patients with unstable angina pectoris or stable angina pectoris classified higher than Canadian Cardiovascular Society (CSS) class II or a myocardial infarction or stroke within 6 months	40
NCT02162784	Phase 2	Asthma	Intech Biopharm Ltd.	10-Feb-15	Asthma	Percutaneous transluminal coronary angioplasty (PTCA) or coronary artery by-pass graft (CABG) during the previous 6 months at enrollment;	40
NCT02497222	Phase 2	Asthma	Revalesio Corporation	10-Feb-15		"Presence of other known pulmonary disease, coronary disease, congestive heart failure, ventricular arrhythmias, history of a cerebrovascular accident, renal failure (or creatinine >"	40
NCT01304628	Phase 2	Asthma	Palatin Technologies	10-Feb-15	Asthma	Prior history of stroke or transient ischemic attack.	40
NCT03012061	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subjects with any of the following at Screening (Visit 1) would be excluded: Myocardial infarction or unstable angina in the last 6 months; Unstable or life threatening cardiac arrhythmia requiring intervention in the last 3 months; New York Heart Association (NYHA) Class IV Heart failure.	40
NCT02105012	Phase 2	Asthma	"Pearl Therapeutics, Inc."	10-Feb-15	Asthma	Subjects with documented myocardial infarction within a year from screening visit	40
NCT02635945	Phase 2	Asthma	Palobiofarma SL	10-Feb-15	Asthma	Subjects with symptoms of angina pectoris or with a history of confirmed coronary disease or cardiomyopathy	40
NCT01939587	Phase 2	Asthma	Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau	10-Feb-15	Respiratory Hypersensitivity	Subjects with symptoms of angina pectoris or with a history of confirmed coronary disease or cardiomyopathy.	40
NCT00407524	Phase 2	Asthma	University of Aberdeen	10-Feb-15	Asthma	"The patient has a recent (less than six months) history of stroke, transient ischemic attack or myocardial infarction"	40
NCT00365560	Phase 2	Asthma	Boehringer Ingelheim	10-Feb-15	Asthma	"who have been hospitalized for heart failure (NYHA class III or IV) within the past year,"	40
NCT00365560	Phase 2	Asthma	Boehringer Ingelheim	10-Feb-15	Asthma	"with a recent history (i.e., six months or less) of myocardial infarction,"	40
NCT03444298	Phase 2	Airway Inflammation;Asthma	"University of North Carolina, Chapel Hill"	10-Feb-15	Inflammation	"8° C, Systolic BP > 150mm Hg or < 85 mm Hg; or Diastolic BP > 90 mm Hg or < 50 mm Hg, or pulse oximetry saturation reading less than 93%"	41
NCT00549744	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"As a result of medical interview, physical examination or screening investigations, the principle investigator or delegate physician deems the subject unsuitable for the study. Subjects must not have a systolic blood pressure above 145 mmHg or a diastolic pressure above 85 mmHg unless the Investigator confirms that it is satisfactory for their age"	41
NCT02251379	Phase 2	Asthma	Johns Hopkins University	10-Feb-15	Asthma	"Cardiovascular disease that requires daily medication, excluding hypertension"	41
NCT02334553	Phase 2	Asthma	SolAeroMed Inc.	10-Feb-15	Asthma	"Clinically significant electrocardiogram (ECG) abnormalities or vital sign abnormalities (systolic blood pressure lower than 90 or over 140 mmHg, diastolic blood pressure lower than 50 or over 90 mmHg, or heart rate less than 50 or over 100 bpm) at screening"	41
NCT03643874	Phase 2	Asthma	"Concentrx Pharmaceuticals, Inc."	10-Feb-15	Asthma	"Current history of uncontrolled hypertension or uncontrolled diabetes, in the opinion of the Investigator (NOTE: controlled hypertension and/or controlled diabetes are not exclusionary)"	41
NCT01479621	Phase 2	Asthma	"Teva Branded Pharmaceutical Products R&D, Inc."	10-Feb-15	Asthma	Current or untreated tuberculosis; History of tuberculosis is acceptable only if a subject has received an approved prophylactic treatment regimen or an approved active treatment regimen and has had no evidence of active disease for a minimum of 2 years • Uncontrolled hypertension (systolic BP ≥160 or diastolic BP >100)	41
NCT01304628	Phase 2	Asthma	Palatin Technologies	10-Feb-15	Asthma	Currently being treated for Hypertension or taking any other medications that affect blood pressure significantly.	41
NCT02491684	Phase 2	Asthma	AstraZeneca	10-Feb-15	Infections;Respiratory Tract Infections;Asthma	Diastolic blood pressure <50 mmHg or ≥100 mmHg	41
NCT01656395	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	evidence of uncontrolled hypertension 	41
NCT01833390	Phase 2	Asthma;COPD;Healthy	Xemed LLC	10-Feb-15	Asthma	"History of heart attack, stroke and/or poorly controlled hypertension."	41
NCT01252758	Phase 2	Asthma	Acerus Pharmaceuticals Corporation	10-Feb-15	Asthma	"hypertension which, in the opinion of the Investigator, deems the subject unfit to enter the study; subjects must not have a persistent systolic pressure above 145 mmHg or diastolic pressure above 85 mmHg unless the Investigator confirms that it is satisfactory for their age."	41
NCT01304628	Phase 2	Asthma	Palatin Technologies	10-Feb-15	Asthma	"Hypotension (systolic blood pressure < 110 mmHg) at Screening or Check-in Visit 2, Day 1 or Visit 3, Day 7"	41
NCT02491684	Phase 2	Asthma	AstraZeneca	10-Feb-15	Infections;Respiratory Tract Infections;Asthma	"In patients ≥ 60 years old, systolic blood pressure <90 mmHg or ≥160 mmHg"	41
NCT02491684	Phase 2	Asthma	AstraZeneca	10-Feb-15	Infections;Respiratory Tract Infections;Asthma	"In patients < 60 years old, systolic blood pressure <90 mmHg or ≥150 mmHg"	41
NCT01074853	Phase 2	Asthma	University of Dundee	10-Feb-15	Asthma	Resting BP (Blood Pressure) <110 systolic or HR (Heart Rate)<60.	41
NCT02712047	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Stroke within 3 months of Visit 1-Uncontrolled hypertension	41
NCT00857857	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subject has known history of hypertension or is hypertensive at screening. Hypertension at screening is defined as persistent systolic BP >140mmHg or diastolic BP > 90mmHg.	41
NCT00945932	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subject has known history of hypertension or is hypertensive at screening. Hypertension at screening is defined as persistent systolic BP >140mmHg or diastolic BP > 90mmHg.	41
NCT00748306	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subject has known history of hypertension or is hypertensive at screening. Hypertension at screening is defined as persistent systolic BP >150 mmHg or diastolic BP > 90mmHg	41
NCT00812773	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subject has known history of hypertension or is hypertensive at screening. Hypertension at screening is defined as persistent systolic BP >150 mmHg or diastolic BP > 90mmHg.	41
NCT00850642	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subject has uncontrolled hypertension or is hypertensive at screening. Hypertension at screening is defined as persistent systolic BP >150 mmHg or diastolic BP > 90mmHg.	41
NCT01128569	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subject is hypertensive at screening	41
NCT01128595	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subject is hypertensive at screening	41
NCT01245426	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subject is hypertensive at screening.	41
NCT01743768	Phase 2	Asthma	Sterna Biologicals GmbH & Co. KG	10-Feb-15	Asthma	"Subjects with a resting heart rate < 45 bpm, systolic blood pressure < 100 mmHg, diastolic blood pressure < 60 mmHg"	41
